frame,local_plan_position_x,local_plan_position_y,local_plan_orientation_z,local_plan_orientation_w,ID
odom,1.298409,-0.773177,-0.487496,0.873125,15
odom,1.338517,-0.849114,-0.543121,0.839655,15
odom,1.371405,-0.936912,-0.594739,0.803919,15
odom,1.394672,-1.034127,-0.642550,0.766244,15
odom,1.406714,-1.138733,-0.687019,0.726640,15
odom,1.406246,-1.250062,-0.728959,0.684558,15
odom,1.391687,-1.367193,-0.768813,0.639474,15
odom,1.363137,-1.482106,-0.805653,0.592388,15
odom,1.322126,-1.593088,-0.834674,0.550744,15
odom,1.271725,-1.701209,-0.851639,0.524128,15
odom,1.219744,-1.801172,-0.857914,0.513794,15
odom,1.171164,-1.893287,-0.854662,0.519184,15
odom,1.126691,-1.984158,-0.841997,0.539483,15
odom,1.090875,-2.072114,-0.817090,0.576510,15
odom,1.065750,-2.150361,-0.798514,0.601977,15
odom,1.047758,-2.220937,-0.780276,0.625436,15
odom,1.037544,-2.275628,-0.757577,0.652746,15
odom,1.032564,-2.315605,-0.740624,0.671920,15

odom,1.132299,-0.604061,0.457094,0.889418,16
odom,1.131600,-0.604893,0.397607,0.917556,16
odom,1.130817,-0.605636,0.338372,0.941012,16
odom,1.129976,-0.606274,0.278384,0.960470,16
odom,1.129105,-0.606796,0.217842,0.975984,16
odom,1.128235,-0.607201,0.156935,0.987609,16
odom,1.127392,-0.607492,0.095846,0.995396,16
odom,1.126605,-0.607680,0.034757,0.999396,16
odom,1.125895,-0.607783,-0.026149,0.999658,16
odom,1.125281,-0.607821,-0.086694,0.996235,16
odom,1.124907,-0.607848,-0.152201,0.988349,16
odom,1.142059,-0.614752,-0.221134,0.975243,16
